ID;TERMS (PT-NPT);RELATIONS;PT;MT
1961;shellfish;USE;mollusc;5641 fisheries
2999;shellfish farming;;;5641 fisheries
4720;sherry;USE;fortified wine;6021 beverages and sugar
4553;shift work;;;4416 organisation of work and working conditions
4827;ship;USE;vessel;4821 maritime and inland waterway transport
5211;ship canal;;;4821 maritime and inland waterway transport
5889;ship safety;USE;maritime safety;4806 transport policy
2352;ship's captain;USE;crew;4811 organisation of transport
2352;ship's crew;USE;crew;4811 organisation of transport
2282;ship's flag;;;4821 maritime and inland waterway transport
3100;ship's passport;;;4806 transport policy
3111;ship's register;USE;vehicle documents;4806 transport policy
4672;shipboard sale;USE;duty-free sale;2031 marketing
155;shipbuilding;;;6821 mechanical engineering
155;shipbuilding industry;USE;shipbuilding;6821 mechanical engineering
1684;shipment;USE;delivery;2036 distributive trades
4542;shipowner;USE;carrier;4811 organisation of transport
3129;shipping policy;;;4821 maritime and inland waterway transport
3111;ships' papers;USE;vehicle documents;4806 transport policy
155;shipyard;USE;shipbuilding;6821 mechanical engineering
1368;shoe industry;USE;footwear industry;6841 leather and textile industries
1368;shoemaker;USE;footwear industry;6841 leather and textile industries
2434;shop;USE;retail outlet;2036 distributive trades
5666;shop hours;USE;trading hours;2006 trade policy
6051;shop steward;USE;works council;4426 labour law and labour relations
5353;shopping centre;;;2036 distributive trades
3142;shore protection;USE;coastal protection;5206 environmental policy
c_9a27a573;shore-based pilotage;USE;marine pilotage;4806 transport policy
286;short-term credit;;;2416 financial institutions and credit
2458;short-term economic policy;;;1606 economic policy
112;short-term economic prospects;;;1611 economic conditions
1001;short-term financing;;;2426 financing and investment
2612;short-term forecast;;;1631 economic analysis
4237;short-term monetary support;;;1021 EU finance
2612;short-term outlook;USE;short-term forecast;1631 economic analysis
5979;short-time working;;;4406 employment
2317;shortage;;;2016 trade
163;shorter working week;;;4416 organisation of work and working conditions
313;shrimp;USE;crustacean;5641 fisheries
5699;shuttle;USE;launch vehicle;4826 air and space transport
5309;sick building syndrome;USE;building safety;2846 construction and town planning
102;sick leave;;;2836 social protection
3370;sick person's rights;USE;patient's rights;2841 health
3512;sickness benefit;USE;health insurance;2836 social protection
3365;sickness expenses;USE;health expenditure;2841 health
469;side marker lamp;USE;signalling device;4811 organisation of transport
345;sifting residue;USE;industrial waste;5216 deterioration of the environment
408;sight deposit;USE;bank deposit;2416 financial institutions and credit
c_b8e8e06e;sign language;;;3611 humanities
469;signalling device;;;4811 organisation of transport
3466;signature of an agreement;;;0806 international affairs
4854;silage;USE;fodder;5631 agricultural activity
1751;silent majority;;;0431 politics and public safety
4084;silicon;USE;semi-metal;6816 iron, steel and other metal industries
4207;silk;;;6011 animal product
4207;silk yarn;USE;silk;6011 animal product
4095;silkworm farming;USE;sericulture;5631 agricultural activity
6319;silo;;;5626 means of agricultural production
2514;silver;;;6816 iron, steel and other metal industries
4352;silviculture;;;5636 forestry
5115;simple consultation procedure;USE;consultation procedure;1011 European Union law
1753;simple majority;;;0416 electoral procedure and voting
5070;simplification of administrative formalities;USE;administrative formalities;0436 executive power and public service
3181;simplification of customs checks;USE;simplification of formalities;2011 tariff policy
3181;simplification of formalities;;;2011 tariff policy
6257;simplification of legislation;;;1206 sources and branches of the law
2704;simplified procedure;USE;criminal procedure;1221 justice
6257;simplifying legislation;USE;simplification of legislation;1206 sources and branches of the law
6267;simulation;;;6416 research and intellectual property
6267;simulation model;USE;simulation;6416 research and intellectual property
1482;simultaneous interpreting;USE;interpreting;3231 information and information processing
3598;singer;USE;artistic profession;2831 culture and religion
3180;single administrative document;USE;single document;2011 tariff policy
8459;single area payment scheme;USE;single payment scheme;5606 agricultural policy
2173;single common market organisation;USE;common organisation of markets;5606 agricultural policy
3180;single customs document;USE;single document;2011 tariff policy
3180;single document;;;2011 tariff policy
5795;single exchange-rate policy;;;2411 monetary economics
8459;single farm payment;USE;single payment scheme;5606 agricultural policy
8459;single farm payment scheme;USE;single payment scheme;5606 agricultural policy
2238;single father;USE;single parent;2806 family
3299;single market;;;1016 European construction
c_6f7bbe63;single market for digital content;USE;digital single market;1016 European construction
5797;single monetary policy;;;2411 monetary economics
2238;single mother;USE;single parent;2806 family
2238;single parent;;;2806 family
2604;single parent allowance;USE;family benefit;2836 social protection
2263;single party;USE;one-party system;0406 political framework
8459;single payment;USE;single payment scheme;5606 agricultural policy
8459;single payment scheme;;;5606 agricultural policy
2340;single person;USE;one person household;2816 demography and population
2675;single price;USE;imposed price;2451 prices
3976;single-ballot system;;;0416 electoral procedure and voting
1976;single-chamber system;USE;unicameral system;0421 parliament
3982;single-constituency voting system;USE;uninominal voting system;0416 electoral procedure and voting
4142;single-crop farming;;;5621 cultivation of agricultural land
1693;single-family housing;;;2846 construction and town planning
2263;single-party system;USE;one-party system;0406 political framework
4173;sisal;;;6006 plant product
1186;sit-in strike;USE;strike;4426 labour law and labour relations
1830;site equipment;USE;construction equipment;6831 building and public works
3785;siting of power stations;;;6606 energy policy
4183;situation in the EU;USE;EU situation;1016 European construction
4183;situation in the European Union;USE;EU situation;1016 European construction
4183;situation of the EU;USE;EU situation;1016 European construction
4183;situation of the European Union;USE;EU situation;1016 European construction
81;situation of women;USE;position of women;2826 social affairs
445;size of business;;;4011 business classification
4337;size of holding;USE;area of holding;5616 farming systems
6351;skill obsolescence;;;4411 labour market
2208;skilled labour;USE;skilled worker;4411 labour market
2208;skilled worker;;;4411 labour market
7926;skills capital;USE;intellectual capital;4021 management
1570;skimmed milk;;;6016 processed agricultural produce
2958;skimmed milk powder;;;6016 processed agricultural produce
5716;skin disease;;;2841 health
2311;skipper;USE;fisherman;5641 fisheries
1669;slab;USE;ingot;6411 technology and technical regulations
4228;slag;USE;metal by-product;6816 iron, steel and other metal industries
3950;slander;USE;defamation;1216 criminal law
3757;slate;USE;earths and stones;6611 coal and mining industries
1888;slaughter animal;;;5631 agricultural activity
2620;slaughter bonus;USE;slaughter premium;5611 agricultural structures and production
1857;slaughter of animals;;;6036 food technology
1857;slaughter of livestock;USE;slaughter of animals;6036 food technology
2620;slaughter premium;;;5611 agricultural structures and production
4745;slaughtered poultry;;;5631 agricultural activity
1374;slaughterhouse;USE;meat processing industry;6031 agri-foodstuffs
344;slaughterhouse waste;USE;agricultural waste;5216 deterioration of the environment
857;slavery;;;1236 rights and freedoms
4201;sleeping partnership;USE;undisclosed partnership;4016 legal form of organisations
1759;sleeping sickness;USE;infectious disease;2841 health
5934;sleeping tablet;USE;tranquiliser;2841 health
625;sliding wage scale;USE;pay scale;4421 personnel management and staff remuneration
3336;slot machine;USE;automatic game;2826 social affairs
2206;sluice;USE;engineering structure;4806 transport policy
2643;sluice-gate price;;;2451 prices
4874;slum;;;2846 construction and town planning
3622;small and medium industries;;;6806 industrial structures and policy
2359;small and medium-sized businesses;USE;small and medium-sized enterprises;4011 business classification
